Study_Hours_Per_Week,Attendance_Percentage,Previous_Grades,Family_Income,Dropped_Out
6.5,34.3,31.7,17541.05,1
13.6,88.9,79.6,66416.3,0
14.3,83.6,96.0,68348.23,0
0.0,40.7,36.3,81465.23,1
9.0,94.6,76.1,81120.31,0
19.3,96.8,77.2,95431.12,0
14.9,78.1,86.8,67712.94,0
22.6,75.5,69.4,83081.87,0
15.3,84.8,82.5,111565.56,0
6.4,28.2,18.4,50941.81,1
7.5,60.6,32.5,30942.42,1
6.1,89.3,81.3,98082.55,0
19.0,100.0,75.3,43766.68,0
10.2,74.1,87.9,92837.27,0
2.9,70.3,43.6,16709.43,1
16.4,82.5,97.5,50790.31,0
23.5,72.2,88.7,76953.92,0
13.7,86.2,76.1,67427.28,0
21.3,93.3,87.5,60783.78,0
14.6,73.0,82.2,60449.07,0
7.5,23.4,41.3,53224.95,1
12.4,81.6,85.4,76641.51,0
2.5,51.9,40.2,39146.29,1
13.5,82.0,80.1,56028.21,0
4.9,33.1,12.3,42232.4,1
15.4,82.6,84.2,40945.98,0
6.3,37.8,72.9,34671.53,1
18.1,91.2,69.8,67608.17,0
7.3,28.4,43.1,17661.34,1
1.3,58.1,46.0,38196.66,1
30.9,84.0,76.8,89576.68,0
13.9,83.7,87.5,69519.47,0
1.3,50.3,42.1,33786.36,1
16.2,75.6,73.1,92303.36,0
23.5,95.5,72.8,54048.73,0
27.4,85.0,89.9,74113.78,0
13.9,70.4,92.2,69039.95,0
0.7,58.0,54.2,42544.97,1
22.7,,81.8,46435.62,0
15.8,90.3,86.7,76339.18,0
18.5,99.6,81.6,90889.97,0
25.2,80.0,58.1,71122.59,0
27.6,91.3,77.2,81108.46,0
3.2,60.3,21.7,79126.98,1
3.8,41.4,53.2,42505.7,1
9.9,95.9,91.6,48654.9,0
17.9,90.9,69.8,95467.57,0
3.4,42.3,43.7,27816.81,1
20.7,100.0,73.1,72550.87,0
22.0,89.3,79.0,60014.19,0
0.0,27.2,54.5,32241.75,1
23.2,79.0,90.9,120204.56,0
20.4,84.8,87.7,79417.76,0
16.3,100.0,76.5,81027.38,0
21.3,100.0,69.1,66089.48,0
20.7,91.7,73.1,80216.84,0
17.2,94.9,84.8,36836.06,0
19.9,80.5,86.8,63217.01,0
15.2,87.1,90.0,79109.22,0
,80.4,77.8,68151.59,0
22.0,80.1,77.9,52025.01,0
19.2,81.5,99.3,108145.27,0
24.3,91.0,76.9,52217.84,0
15.3,78.2,75.2,42609.39,0
13.6,93.3,82.5,83654.07,0
1.5,48.1,41.9,67574.58,1
25.7,89.8,74.0,43692.86,0
7.0,59.3,41.0,28005.98,1
7.5,60.5,30.1,33847.45,1
18.0,72.2,75.8,48903.29,0
2.4,26.9,35.3,41553.65,1
22.3,89.5,69.3,59982.98,0
21.8,94.1,80.5,83891.91,0
,94.7,82.9,55354.55,0
1.0,51.0,46.7,45722.69,1
7.0,61.2,46.2,66581.39,1
18.7,93.3,72.6,63794.81,0
12.7,99.7,77.7,69002.53,0
11.6,98.5,86.6,75429.06,0
13.9,87.0,82.1,68032.16,0
8.2,59.8,47.2,40024.78,1
20.8,91.7,90.4,60850.19,0
6.0,35.2,51.3,37724.15,1
6.6,47.5,42.4,41374.75,1
16.7,72.5,73.0,68080.3,0
13.0,86.0,96.2,47668.28,0
13.4,83.1,74.5,97520.79,0
17.5,80.3,92.3,77746.51,0
10.0,90.2,86.1,67376.34,0
2.4,41.0,44.6,44405.22,1
17.0,76.8,79.7,46954.55,0
23.0,95.1,93.6,66080.01,0
23.1,91.5,79.2,83709.76,0
18.4,,80.4,59174.81,0
4.8,62.4,38.1,35875.23,1
22.8,89.1,79.2,50184.94,0
5.8,47.8,41.1,51756.12,1
8.8,77.4,73.4,23145.37,0
14.7,94.7,78.7,83544.24,0
10.2,84.9,78.5,51388.38,0
16.8,89.6,82.1,76067.56,0
1.8,54.2,30.1,37636.41,1
18.8,88.9,69.1,68167.38,0
6.8,53.8,41.7,48669.28,1
0.0,28.9,42.4,37634.75,1
8.1,100.0,83.9,82343.09,0
,87.1,65.9,18051.31,0
12.3,86.5,78.3,66661.46,0
11.4,86.1,80.7,62753.74,0
21.3,81.2,70.5,86082.69,0
20.6,81.3,92.0,52511.84,0
15.5,81.3,85.8,49624.39,0
17.9,94.0,74.8,64897.58,0
13.5,91.3,86.1,71327.64,0
28.1,89.4,85.4,89146.97,0
4.3,36.5,40.8,38311.94,1
0.0,14.6,45.7,38522.58,1
1.2,54.4,56.1,75735.51,1
14.9,84.5,81.9,80716.72,0
13.8,89.4,71.2,45738.11,0
2.9,53.5,37.5,37048.53,1
1.0,59.1,40.0,50798.21,1
7.2,65.0,36.8,39155.14,1
0.8,46.5,31.7,45643.07,1
6.9,100.0,88.0,35078.13,0
13.6,88.5,83.5,89832.26,0
20.5,79.0,68.0,43147.18,0
0.0,73.7,38.9,24903.81,1
11.8,90.8,90.1,77778.84,0
20.6,99.2,67.2,75573.37,0
11.4,51.9,38.1,39564.6,1
14.6,100.0,89.3,87028.22,0
24.0,97.4,84.6,45405.23,0
13.7,90.1,84.2,50607.35,0
25.2,71.5,81.0,94652.72,0
5.6,39.0,50.9,35022.7,1
17.6,89.4,73.5,34445.28,0
25.9,85.4,96.9,62864.4,0
14.5,95.8,79.4,50709.49,0
18.1,82.1,82.7,35801.83,0
7.0,63.4,39.5,22375.33,1
4.0,32.7,23.2,35028.3,1
,92.0,81.7,116837.7,0
2.1,46.2,49.4,17092.58,1
3.1,62.7,37.5,43623.35,1
16.0,,79.9,65361.25,0
12.1,,92.7,107694.79,0
3.6,46.6,33.8,30046.73,1
16.1,95.6,71.5,44845.93,0
13.4,82.3,88.8,71375.5,0
1.0,51.4,47.6,41743.94,1
16.4,92.4,70.1,84783.0,0
0.0,45.6,37.3,32076.31,1
7.8,49.7,39.3,36499.89,1
14.5,87.3,82.3,81326.48,0
22.2,82.9,87.8,92018.56,0
4.5,33.4,46.1,42135.45,1
0.8,70.2,49.7,65669.51,1
21.0,100.0,83.5,70524.21,0
21.9,81.0,69.8,88406.92,0
13.3,96.5,73.6,53366.67,0
11.6,92.9,78.0,75232.72,0
19.7,80.3,78.4,69160.0,0
12.1,71.6,85.9,66006.02,0
12.4,89.4,72.6,71794.66,0
,84.6,69.8,44621.52,0
21.6,91.4,99.5,41180.38,0
14.8,65.2,97.1,87439.27,0
2.9,46.4,56.2,43480.21,1
18.1,81.6,85.8,92536.04,0
11.5,80.2,64.9,71512.61,0
15.4,90.3,67.6,52805.67,0
128.20843649634247,76.8,78.0,56055.31,0
8.1,59.3,40.6,36314.75,1
22.8,71.1,82.9,71220.32,0
20.5,79.3,157.85437992446106,62030.87,0
1.2,20.8,45.5,30831.61,1
21.3,100.0,80.3,52081.7,0
19.7,85.8,72.3,54365.22,0
13.8,86.7,90.1,74973.83,0
13.1,81.8,82.8,67355.35,0
19.9,91.9,75.4,84161.38,0
23.0,78.4,85.8,57618.54,0
16.7,93.3,81.0,89188.47,0
11.6,92.6,69.2,59996.89,0
1.3,26.0,39.5,40776.15,1
12.1,100.0,86.8,74266.16,0
5.3,45.7,58.9,50000.12,1
18.1,81.7,62.3,33785.57,0
5.4,51.4,34.3,47226.44,1
4.2,31.8,45.9,59715.19,1
20.4,95.0,83.7,91369.92,0
17.5,93.6,82.7,41838.22,0
22.0,94.6,87.1,82544.82,0
18.2,83.5,75.2,77329.04,0
13.3,92.5,73.4,58132.01,0
1.2,53.2,25.6,33616.64,1
21.3,79.5,60.4,85821.42,0
12.8,81.2,100.0,12247.72,0
8.3,91.9,76.1,49411.75,0
14.4,79.1,83.7,70834.02,0
11.8,87.0,89.8,33744.25,0
18.8,89.5,91.1,95000.06,0
1.4,43.0,25.1,55509.64,1
,80.7,77.1,70403.82,0
14.6,87.5,82.2,80611.72,0
24.8,80.1,76.0,73903.91,0
17.7,89.5,87.8,91759.46,0
12.7,83.0,73.8,67429.65,0
18.3,89.9,91.5,47422.04,0
17.0,95.1,68.7,34260.85,0
5.6,46.1,37.1,10000.0,1
18.9,78.0,73.9,74787.62,0
4.0,33.4,49.8,43048.63,1
4.8,53.4,42.6,30290.6,1
5.0,44.6,10.3,29417.61,1
14.8,71.0,86.8,77128.94,0
22.3,88.8,75.4,72133.78,0
23.7,94.4,76.9,81703.01,0
15.7,88.3,78.7,87448.11,0
18.5,94.3,72.5,35963.37,0
14.1,78.6,82.4,88281.96,0
11.2,96.5,145.40965008174507,59330.29,0
2.0,52.1,41.8,60650.77,1
24.4,97.3,59.7,80938.56,0
18.0,97.7,90.6,107111.68,0
20.8,97.9,80.4,60558.21,0
0.6,41.0,41.3,42863.43,1
20.6,100.0,68.4,105764.31,0
2.5,48.5,26.4,14824.09,1
24.1,81.9,73.8,68979.77,0
14.3,84.2,71.5,85969.03,0
,91.1,78.0,100618.81,0
4.9,50.1,24.3,44639.85,1
9.3,94.1,76.9,71935.15,0
14.6,88.3,64.1,56432.68,0
3.2,28.9,17.9,42360.69,1
11.0,46.0,33.8,26090.9,1
21.2,83.1,96.1,100170.11,0
4.5,30.6,31.7,61608.61,1
13.2,88.4,78.9,74770.1,0
30.0,,89.7,40690.17,0
14.2,100.0,67.3,43357.0,0
2.2,9.8,64.4,10000.0,1
14.6,,87.4,45655.23,0
3.6,29.9,32.5,62951.42,1
24.5,98.9,75.4,62447.12,0
8.4,24.0,41.9,49285.28,1
24.1,87.7,63.6,102171.08,0
17.7,93.4,87.1,104945.02,0
21.0,91.1,73.7,63802.19,0
18.5,94.6,74.8,70978.14,0
18.6,85.6,83.2,73361.85,0
10.8,92.6,78.2,68263.0,0
19.4,77.2,81.3,80798.35,0
5.1,65.3,49.5,25874.71,1
14.3,90.4,69.6,52832.25,0
1.4,45.4,55.5,10000.0,1
18.2,90.5,93.4,47077.33,0
21.9,95.8,71.6,88008.58,0
0.0,37.9,29.1,12438.75,1
3.7,59.9,39.8,40825.54,1
21.9,97.0,68.1,42266.44,0
18.8,100.0,84.3,69525.64,0
16.1,87.2,76.5,78939.18,0
20.5,93.8,74.5,45715.26,0
5.6,50.1,25.5,23932.66,1
26.5,82.7,82.9,80353.68,0
16.4,90.0,83.7,62464.18,0
5.5,36.8,36.7,26430.23,1
1.6,51.6,149.44354747724836,50060.59,1
20.5,100.0,77.5,81233.78,0
19.4,98.1,77.7,39297.25,0
15.0,100.0,81.9,45262.48,0
14.6,98.2,83.7,81946.93,0
8.1,41.0,36.1,15745.95,1
25.4,91.0,73.5,91523.23,0
1.7,57.4,37.6,55028.03,1
8.5,49.6,43.4,10000.0,1
18.9,94.1,76.9,59613.1,0
22.0,100.0,76.9,108762.32,0
,88.8,71.6,69098.11,0
10.0,85.7,69.0,99372.94,0
12.2,85.8,71.4,64160.43,0
20.4,86.5,92.9,89261.66,0
18.6,97.9,74.8,73979.71,0
1.3,42.9,38.4,42229.03,1
14.0,93.3,66.8,101405.85,0
19.5,90.5,77.0,60654.29,0
4.5,65.3,9.2,50957.48,1
16.4,95.5,87.7,109267.85,0
22.2,86.5,89.3,49707.78,0
20.0,92.9,73.1,72083.72,0
1.0,51.2,25.9,21519.87,1
21.4,93.9,74.3,78515.89,0
18.5,89.7,64.3,83506.02,0
33.0,71.8,80.0,93673.38,0
29.0,88.2,92.4,101603.67,0
17.7,,83.8,89769.25,0
11.2,95.5,74.7,47853.85,0
11.4,93.6,79.2,61485.65,0
16.2,91.0,73.0,75485.67,0
12.7,89.0,89.8,49719.5,0
16.2,73.4,79.9,54572.32,0
24.5,91.9,88.9,93040.45,0
21.5,90.2,87.6,51766.46,0
17.3,91.4,93.8,43369.75,0
19.9,84.4,74.8,94868.07,0
3.3,56.7,42.1,50186.29,1
11.9,93.9,85.5,50762.34,0
6.8,62.4,42.4,24404.22,1
20.4,81.7,76.1,122287.4,0
0.0,32.4,34.5,50161.19,1
17.1,87.9,70.3,72590.93,0
26.3,84.0,74.4,80704.21,0
17.9,89.9,61.4,63910.29,0
,97.5,79.6,47481.7,0
11.3,83.5,65.8,88530.01,0
,73.0,88.0,72467.58,0
12.0,83.7,58.0,62782.77,0
15.9,100.0,54.4,54266.13,0
24.2,79.4,89.1,78582.83,0
14.8,94.2,77.4,60623.89,0
18.6,,75.7,62836.42,0
3.1,61.0,46.7,31061.43,1
21.0,94.6,74.7,93342.74,0
16.0,72.4,78.8,40311.51,0
15.7,91.0,87.4,70726.78,0
19.7,79.2,79.8,64069.67,0
19.0,85.5,89.1,68711.01,0
24.4,77.5,94.9,85794.1,0
22.7,90.4,91.4,60633.98,0
18.3,87.0,79.7,57319.1,0
16.4,85.3,86.6,50481.13,0
15.0,84.5,88.5,64353.97,0
15.8,76.1,72.0,57964.25,0
16.1,91.6,74.4,96036.18,0
5.9,49.9,43.3,39212.12,1
3.1,48.6,49.1,55197.57,1
13.4,100.0,84.3,68033.29,0
16.7,83.0,82.2,33516.84,0
24.6,97.0,81.5,69109.61,0
26.1,76.7,78.9,110675.65,0
15.3,79.5,82.1,54927.01,0
6.7,45.9,40.5,52097.16,1
17.2,86.4,70.0,55823.5,0
17.8,81.8,90.1,74473.59,0
0.0,35.6,40.4,51572.77,1
20.1,87.9,95.6,82446.05,0
,,78.0,118317.0,0
19.4,99.3,74.0,85648.33,0
22.4,87.7,74.9,72578.62,0
27.5,90.4,79.6,99866.79,0
19.0,100.0,85.9,79308.66,0
3.3,,41.3,49137.39,1
17.3,92.2,63.0,44866.69,0
5.7,48.8,42.2,62344.72,1
4.2,60.6,46.8,64898.46,1
6.3,38.1,50.2,61639.85,1
24.5,93.1,85.7,69214.07,0
0.9,51.1,41.7,35874.8,1
17.3,81.3,75.1,64513.77,0
15.7,74.3,75.5,39278.2,0
9.4,41.8,41.7,59296.46,1
19.2,94.2,89.7,55855.77,0
16.3,100.0,93.0,87884.98,0
14.5,85.6,92.5,72524.37,0
22.4,91.3,86.9,75849.75,0
13.1,85.0,80.0,94704.6,0
15.2,92.6,75.4,86759.38,0
23.1,84.2,85.9,67949.07,0
4.5,38.4,29.2,48012.68,1
12.8,,83.8,69655.48,0
6.8,100.0,72.8,30152.16,0
14.1,94.9,85.7,78625.08,0
4.3,39.7,39.6,34258.66,1
4.4,38.3,46.3,51755.23,1
20.2,97.5,78.0,78125.06,0
11.6,87.3,70.3,66892.66,0
15.7,78.8,70.1,71251.05,0
3.3,44.6,29.9,57038.11,1
16.0,99.4,77.7,60529.49,0
19.7,81.8,82.9,66831.26,0
25.0,90.2,84.4,41998.81,0
18.9,92.7,81.2,41778.65,0
25.6,98.7,75.4,88909.43,0
9.3,86.5,84.4,57674.94,0
14.5,85.3,81.8,84816.58,0
0.0,57.3,41.2,65761.67,1
16.6,80.6,61.6,80044.07,0
20.8,89.7,67.1,79141.98,0
11.1,83.5,77.5,70126.91,0
12.5,,80.6,71199.39,0
0.9,30.7,37.6,34956.15,1
5.7,50.7,16.4,30538.83,1
15.0,85.3,68.4,43487.28,0
7.6,38.4,38.0,42359.49,1
22.8,90.6,75.7,83640.83,0
26.8,85.6,79.5,79782.49,0
22.3,74.1,91.0,62490.31,0
2.8,71.8,42.4,52911.14,1
13.8,96.4,82.5,36274.53,0
18.4,86.0,75.3,51387.65,0
17.4,81.2,68.6,80436.35,0
12.9,80.2,73.6,90672.26,0
22.3,,86.7,79423.92,0
13.3,91.5,83.1,107184.88,0
9.7,73.9,61.3,54068.8,0
21.7,,92.2,36159.67,0
17.6,70.7,96.8,99960.87,0
0.0,53.8,50.4,34657.44,1
19.3,100.0,73.7,57227.34,0
20.4,81.6,82.5,74025.29,0
5.8,46.8,37.1,35155.93,1
17.9,88.5,80.6,95407.72,0
,81.0,87.8,86114.31,0
15.0,,91.2,44061.36,0
12.1,93.3,84.8,66504.62,0
23.4,98.5,90.5,77713.5,0
20.0,92.0,71.0,78688.5,0
1.3,53.9,56.1,48604.66,1
26.5,86.9,71.2,63378.04,0
21.3,76.3,72.7,47430.87,0
19.9,77.0,75.3,78638.24,0
17.4,84.9,73.0,93698.83,0
22.4,100.0,88.3,51426.75,0
18.9,83.1,85.7,87935.92,0
16.2,87.3,73.8,66091.22,0
12.7,73.8,84.8,50596.25,0
16.8,83.5,77.7,71912.06,0
8.5,77.7,77.9,76737.49,0
13.2,78.5,83.9,93049.47,0
,100.0,75.6,95134.5,0
20.7,83.6,60.6,81676.92,0
2.7,89.3,78.5,93648.83,0
3.7,24.3,27.6,63750.85,1
20.8,93.4,146.65234375317763,75373.02,0
14.8,98.3,90.7,70356.6,0
10.7,72.6,73.9,74877.53,0
22.1,84.7,78.8,47264.98,0
19.1,95.3,80.4,22048.31,0
14.4,88.0,70.7,87683.55,0
5.1,56.4,34.5,39131.18,1
0.4,46.8,33.9,30000.83,1
,,91.2,47359.54,0
9.6,93.7,67.4,87919.1,0
14.8,88.9,85.0,91532.35,0
6.1,38.8,35.3,40441.55,1
18.3,100.0,70.3,73179.87,0
18.0,91.5,68.8,70471.6,0
5.7,62.4,50.0,32098.17,1
20.1,79.9,86.6,68330.37,0
23.4,86.7,79.1,83147.86,0
14.6,82.5,66.9,75875.31,0
19.1,100.0,83.3,49333.54,0
25.8,92.2,73.4,39474.71,0
28.4,83.3,92.2,57817.33,0
12.8,89.3,84.7,99894.91,0
14.5,95.5,66.6,63107.69,0
7.0,58.3,38.0,19550.41,1
23.9,85.0,72.0,84022.6,0
4.3,57.7,35.3,53224.85,1
4.0,64.3,52.4,64006.03,1
23.0,83.5,64.2,49184.5,0
18.9,89.0,95.8,69226.7,0
26.8,81.2,82.9,52400.6,0
4.8,45.4,48.6,44300.41,1
22.3,75.8,77.0,69236.57,0
25.3,87.6,70.1,93933.33,0
,,89.1,67360.37,0
12.7,93.5,69.0,100375.5,0
3.2,39.0,45.1,15768.75,1
18.6,100.0,96.3,79393.69,0
20.5,,72.0,57130.23,0
18.3,88.1,76.0,72730.82,0
3.6,44.0,38.8,35258.8,1
16.4,77.6,88.0,55465.13,0
11.7,88.6,85.8,86130.88,0
15.2,83.6,66.9,50354.16,0
7.0,40.4,19.8,39974.84,1
,86.6,82.6,74887.6,0
30.2,85.0,74.7,81407.83,0
21.9,81.3,71.8,63982.75,0
0.0,41.0,31.4,63695.76,1
19.9,84.8,72.5,77834.94,0
15.5,95.5,74.5,50753.48,0
13.4,74.3,80.4,60719.38,0
15.7,80.3,84.3,74362.14,0
7.7,89.7,78.0,69257.23,0
20.0,96.6,90.3,43830.51,0
20.7,89.8,73.5,77171.16,0
17.7,88.7,79.6,89355.38,0
19.3,80.1,89.7,65335.23,0
3.5,46.6,41.9,29128.67,1
,76.5,91.5,59972.16,0
2.3,67.2,36.3,40647.16,1
26.5,93.4,81.7,46996.92,0
21.4,80.2,73.1,68533.8,0
20.8,94.4,79.0,58012.22,0
,39.4,59.0,36778.19,1
20.6,89.5,93.4,70231.62,0
4.1,38.5,39.9,32718.2,1
26.5,90.9,87.1,32157.49,0
15.8,90.5,76.4,81182.76,0
27.9,97.8,76.0,67716.98,0
7.5,57.5,32.1,25813.93,1
23.3,89.2,81.8,86502.33,0
21.9,92.3,71.0,85828.17,0
6.8,35.2,52.2,31324.55,1
14.1,,86.3,69548.8,0
11.3,,100.0,72944.5,0
20.8,84.2,89.8,69372.19,0
17.4,83.0,70.1,76072.84,0
23.7,100.0,82.0,56661.63,0
11.7,,80.5,59694.4,0
3.0,60.4,29.5,60636.11,1
3.4,38.2,35.7,21061.42,1
,94.8,73.9,86141.66,0
16.9,,69.1,81914.73,0
18.8,82.1,72.6,53286.64,0
23.4,83.2,67.4,85497.81,0
22.8,95.3,86.2,66172.36,0
3.5,56.6,41.1,23157.91,1
6.3,66.8,39.5,55910.63,1
1.7,36.0,48.6,60039.41,1
5.8,38.8,41.3,50886.84,1
1.2,39.7,55.5,27720.0,1
13.2,88.2,68.3,104303.84,0
29.0,77.5,92.2,60614.21,0
,86.2,76.5,92193.27,0
15.7,92.0,80.4,91665.42,0
24.0,82.2,83.3,33080.51,0
26.2,85.6,71.6,68558.39,0
19.3,82.1,88.1,49842.63,0
16.8,68.8,77.1,114762.64,0
2.7,58.4,44.6,19580.56,1
0.0,36.5,45.6,56358.52,1
16.9,94.1,67.5,59443.7,0
18.3,90.6,87.7,69850.49,0
12.3,93.0,77.3,79904.19,0
4.5,51.6,30.2,60849.31,1
17.0,94.3,86.0,70406.85,0
18.8,93.3,76.1,48394.26,0
8.3,84.8,100.0,50398.56,0
17.2,91.6,62.3,14616.47,0
16.1,88.2,96.2,66554.88,0
4.7,50.1,25.5,63015.51,1
18.2,94.0,86.3,78537.37,0
16.7,95.3,76.5,41023.31,0
16.2,86.9,84.1,74321.9,0
14.0,82.1,91.9,40738.56,0
23.5,77.4,91.5,60106.64,0
20.6,81.9,95.8,93776.86,0
9.8,50.6,37.3,21127.8,1
8.0,33.3,46.1,43388.47,1
16.8,81.0,79.9,52850.84,0
7.0,31.6,30.1,39046.25,1
126.8989753020025,93.7,73.2,27916.08,0
1.1,30.9,42.8,43209.23,1
16.7,81.6,83.5,56379.81,0
20.3,85.3,84.5,45221.56,0
11.2,93.3,81.4,107154.52,0
0.8,37.8,43.3,63428.05,1
18.4,,85.0,92668.13,0
17.7,72.6,80.3,59079.71,0
9.9,85.0,65.5,41738.48,0
18.2,97.5,79.6,65417.51,0
15.2,,67.3,72594.53,0
17.5,92.9,98.3,86264.01,0
0.5,75.5,43.3,51287.88,1
7.9,87.8,71.5,85425.58,0
15.6,86.7,76.8,77843.16,0
10.9,97.4,76.5,41347.97,0
4.5,44.9,49.2,35057.24,1
16.6,97.1,88.5,87711.66,0
20.9,73.0,76.5,46338.74,0
9.1,28.5,36.9,39013.47,1
17.2,77.9,69.9,58486.51,0
26.7,97.8,66.1,60113.0,0
22.6,88.5,75.9,44325.66,0
22.1,100.0,86.0,105511.76,0
20.2,93.5,66.6,79498.53,0
21.4,87.7,74.8,86744.24,0
9.9,30.9,43.4,49379.89,1
17.3,82.6,80.5,52433.2,0
19.3,93.1,72.3,104355.6,0
14.5,89.5,89.2,65395.15,0
21.2,89.9,89.1,83647.14,0
19.6,92.9,69.4,62268.5,0
16.3,86.1,83.2,68771.09,0
6.3,65.5,31.5,66157.48,1
2.1,54.7,44.3,40828.19,1
17.7,69.2,77.6,73744.2,0
2.1,45.1,54.7,33726.8,1
21.4,100.0,93.7,88515.94,0
9.7,52.8,38.9,19458.47,1
5.5,27.2,53.0,31742.6,1
18.4,87.7,86.4,80408.41,0
15.9,91.6,70.0,88344.98,0
8.7,59.2,32.3,42261.98,1
3.8,72.3,23.2,48968.2,1
2.8,41.9,47.5,36215.84,1
11.7,79.3,67.4,22789.17,0
2.5,37.7,48.6,43641.37,1
17.5,74.2,82.6,45728.2,0
0.0,37.0,38.8,17416.52,1
19.0,89.2,87.4,54552.21,0
11.0,86.1,79.3,49515.38,0
25.1,86.6,71.8,56473.08,0
14.3,99.9,72.6,67154.22,0
21.7,95.6,81.4,45275.14,0
4.9,42.9,53.0,55981.27,1
11.5,83.3,64.2,52242.17,0
2.0,54.2,41.1,33368.79,1
8.7,88.2,90.0,45462.46,0
,95.6,72.3,94020.13,0
13.8,95.8,82.2,79674.13,0
13.7,87.6,74.8,103002.04,0
4.2,57.7,30.7,36835.41,1
13.2,85.9,100.0,60960.33,0
12.0,84.2,91.4,46235.28,0
2.7,19.5,46.3,10000.0,1
22.4,86.5,89.1,65336.49,0
0.0,17.2,38.5,21278.86,1
23.4,85.0,74.0,76373.26,0
17.0,99.1,100.0,65188.43,0
14.6,,97.7,103214.94,0
23.6,86.6,100.0,109509.15,0
1.1,51.9,38.9,22906.89,1
17.9,94.7,87.0,55466.84,0
10.1,54.5,29.0,31990.38,1
24.6,93.4,81.8,57070.14,0
22.3,88.2,90.2,67292.8,0
17.1,71.4,80.1,101425.09,0
4.6,45.1,41.1,28424.7,1
16.3,97.2,76.5,62405.75,0
1.7,41.3,53.7,27367.54,1
18.3,89.8,75.5,60068.22,0
5.7,45.3,36.7,47999.53,1
18.0,84.2,81.5,73709.19,0
19.7,94.0,69.2,72566.52,0
5.2,43.4,42.5,22373.0,1
3.1,34.1,39.5,24365.35,1
24.2,98.5,70.2,65409.72,0
23.7,90.2,77.9,58901.35,0
2.8,43.7,51.5,50998.06,1
5.1,69.5,50.8,34598.38,1
13.6,,86.6,73438.36,0
13.3,90.9,75.3,42202.33,0
2.6,62.2,51.7,70083.9,1
3.9,34.8,38.0,49109.24,1
4.4,67.4,41.7,30722.56,1
26.4,88.8,83.6,46824.29,0
1.3,45.2,46.3,36910.36,1
18.1,83.7,81.7,91167.27,0
5.8,28.2,51.4,10000.0,1
4.6,26.3,44.6,31246.14,1
16.2,94.5,74.7,47097.71,0
26.0,72.7,50.0,86288.48,0
14.0,99.8,78.3,68382.33,0
14.7,90.2,75.4,72207.29,0
24.1,84.0,75.6,78857.03,0
6.0,21.3,38.3,34696.23,1
8.8,33.7,46.5,42742.73,1
,55.8,36.7,28288.5,1
2.6,28.1,27.1,39739.2,1
6.5,42.4,44.0,55001.15,1
2.0,55.1,33.0,21494.93,1
10.2,85.0,98.5,17802.01,0
17.9,81.3,81.3,69400.68,0
24.7,89.7,67.9,78462.06,0
16.1,88.9,96.5,79108.02,0
22.5,89.7,81.5,80123.22,0
19.4,89.5,78.2,80062.4,0
15.0,88.8,81.2,57309.42,0
4.9,19.2,33.6,61091.04,1
126.04247772575,84.1,70.6,100966.35,0
5.4,,37.7,58153.4,1
17.0,93.1,73.1,63354.98,0
12.1,75.7,86.2,24671.87,0
23.8,95.0,81.3,103399.84,0
1.1,52.1,34.6,10000.0,1
15.1,89.0,72.3,74722.7,0
25.0,88.6,70.0,90577.37,0
3.1,45.1,49.9,27791.03,1
8.7,80.9,77.1,60669.54,0
19.9,76.2,63.8,103118.23,0
0.0,,40.2,68265.19,1
19.1,85.4,81.0,105645.91,0
6.2,41.0,40.7,32483.07,1
0.5,41.6,32.0,64761.03,1
20.2,91.0,76.5,65017.39,0
4.5,32.2,32.8,73997.34,1
16.8,,71.4,69237.74,0
29.8,95.6,77.3,71493.38,0
12.4,76.5,77.8,38868.43,0
28.3,85.1,76.9,68758.9,0
23.5,93.8,80.4,105260.83,0
1.9,65.6,37.7,22210.87,1
5.3,32.5,31.4,41108.99,1
14.1,83.3,69.7,67750.73,0
0.0,37.0,33.3,28662.36,1
11.8,99.2,92.0,58030.4,0
21.7,98.4,82.8,46159.32,0
21.4,85.3,83.5,69264.83,0
13.9,85.1,81.4,83735.99,0
8.2,41.6,39.1,10449.92,1
10.8,90.9,67.9,70353.76,0
17.9,92.0,85.5,68867.95,0
18.8,92.9,64.0,63948.4,0
0.0,43.2,35.8,48983.74,1
23.3,88.0,69.9,74922.13,0
6.2,45.3,30.4,38804.63,1
27.9,85.9,93.0,37545.49,0
4.0,42.3,45.5,40194.76,1
17.8,83.0,69.9,47996.16,0
13.8,100.0,73.0,62988.61,0
23.2,100.0,82.4,62510.01,0
0.0,34.7,44.7,37856.76,1
3.0,47.9,36.8,23706.35,1
26.3,85.5,83.3,112774.6,0
12.8,82.2,70.4,61146.99,0
20.0,89.7,77.5,65868.36,0
14.1,88.7,81.7,76457.16,0
21.2,82.0,95.2,69015.6,0
22.9,95.0,99.9,99099.11,0
7.1,13.2,41.6,20517.16,1
20.8,92.8,78.8,48361.45,0
26.5,89.5,82.6,53851.26,0
19.1,92.1,80.3,67468.92,0
24.3,85.5,88.7,78826.44,0
16.7,89.5,76.9,87729.18,0
17.2,96.9,81.3,41930.24,0
17.3,97.5,83.2,60463.03,0
17.5,100.0,74.4,96937.72,0
17.2,83.7,82.2,49241.63,0
27.3,93.7,75.8,42639.04,0
27.1,95.1,82.9,54390.64,0
10.4,22.7,37.4,51593.32,1
18.6,92.7,71.0,56229.9,0
23.4,90.8,59.1,53208.78,0
